Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
C1QTNF1		1	1	0.3%	No
GPRASP2		1	1	0.3%	No
ZNF618		1	1	0.3%	No
CGAS		1	1	0.3%	No
HAUS1		1	1	0.3%	No
SLC26A7		1	1	0.3%	No
OMA1		1	1	0.3%	No
FCRL3		1	1	0.3%	No
GBP5		1	1	0.3%	No
UHRF2		1	1	0.3%	No
ZNF689		1	1	0.3%	No
FANCD2OS		1	1	0.3%	No
TSR3		1	1	0.3%	No
OSR2		1	1	0.3%	No
FOXP4		1	1	0.3%	No
KLHDC3		1	1	0.3%	No
FAM210B		1	1	0.3%	No
PHACTR3		1	1	0.3%	No
TGM7		1	1	0.3%	No
ACSM1		1	1	0.3%	No
SLC26A8		1	1	0.3%	No
TOP1MT		1	1	0.3%	No
NIBAN1		1	1	0.3%	No
MRGPRD		1	1	0.3%	No
WDR17		1	1	0.3%	No
ARAP1		1	1	0.3%	No
AGAP1		2	1	0.3%	No
TADA1		1	1	0.3%	No
CATSPER1		1	1	0.3%	No
SH2D1B		1	1	0.3%	No
IP6K3		1	1	0.3%	No
TMC1		1	1	0.3%	No
OLFM3		1	1	0.3%	No
C10ORF71		1	1	0.3%	No
SFR1		1	1	0.3%	No
OR51F2		1	1	0.3%	No
OR4X2		1	1	0.3%	No
OR5P3		2	1	0.3%	No
LARGE2		1	1	0.3%	No
OR8I2		1	1	0.3%	No
OR2D2		1	1	0.3%	No
OR56A1		1	1	0.3%	No
DEPDC4		1	1	0.3%	No
TMEM132D		1	1	0.3%	No
SLC15A4		1	1	0.3%	No
SP7		1	1	0.3%	No
BTBD11		1	1	0.3%	No
CSNK1A1L		1	1	0.3%	No
TDRD9		1	1	0.3%	No
ADSSL1		1	1	0.3%	No
TPPP2		1	1	0.3%	No
RNASE8		1	1	0.3%	No
KLHDC1		1	1	0.3%	No
ACOT4		1	1	0.3%	No
C16ORF46		1	1	0.3%	No
ACSM2A		1	1	0.3%	No
CDYL2		1	1	0.3%	No
SNX20		1	1	0.3%	No
HSF5		1	1	0.3%	No
OR4D2		1	1	0.3%	No
KIF19		1	1	0.3%	No
USP43		1	1	0.3%	No
CNTD1		1	1	0.3%	No
WFIKKN2		1	1	0.3%	No
SPACA3		1	1	0.3%	No
RSKR		1	1	0.3%	No
SEZ6		1	1	0.3%	No
ANKRD13B		1	1	0.3%	No
GGT6		1	1	0.3%	No
WDR81		1	1	0.3%	No
KRT222		1	1	0.3%	No
ACER1		1	1	0.3%	No
ZNF441		1	1	0.3%	No
CCDC159		1	1	0.3%	No
NLRP8		1	1	0.3%	No
NLRP5		1	1	0.3%	No
MISP		1	1	0.3%	No
CCDC105		1	1	0.3%	No
CYP4F22		1	1	0.3%	No
TCHHL1		1	1	0.3%	No
TDRD10		1	1	0.3%	No
WDR63		1	1	0.3%	No
SLC44A3		1	1	0.3%	No
OR2T12		1	1	0.3%	No
OR14C36		1	1	0.3%	No
TYW3		1	1	0.3%	No
ERICH3		1	1	0.3%	No
OR10J5		1	1	0.3%	No
RNF19B		1	1	0.3%	No
DCST2		1	1	0.3%	No
OR2B11		1	1	0.3%	No
SPATA17		1	1	0.3%	No
OR10X1		1	1	0.3%	No
VSTM2L		1	1	0.3%	No
SIRPD		1	1	0.3%	No
PROKR2		1	1	0.3%	No
CHMP4B		1	1	0.3%	No
GAB4		1	1	0.3%	No
ZNF280A		1	1	0.3%	No
TRABD2A		1	1	0.3%	No
XIRP2		1	1	0.3%	No
CCDC173		1	1	0.3%	No
REG3G		1	1	0.3%	No
CLHC1		1	1	0.3%	No
UBR3		1	1	0.3%	No
ZFAND2B		1	1	0.3%	No
CPO		1	1	0.3%	No
C2ORF50		1	1	0.3%	No
FBXO36		1	1	0.3%	No
MTERF4		1	1	0.3%	No
CCDC148		1	1	0.3%	No
ZPLD1		1	1	0.3%	No
ZDHHC19		1	1	0.3%	No
CRYBG3		1	1	0.3%	No
GRK7		1	1	0.3%	No
TAMM41		1	1	0.3%	No
IQCF1		1	1	0.3%	No
TMEM155		1	1	0.3%	No
ZFP42		1	1	0.3%	No
CPEB2		1	1	0.3%	No
EVC2		1	1	0.3%	No
PACRGL		1	1	0.3%	No
TRAM1L1		1	1	0.3%	No
SLC9B2		1	1	0.3%	No
IL31RA		1	1	0.3%	No
SLCO6A1		1	1	0.3%	No
EGFLAM		1	1	0.3%	No
UGT3A1		1	1	0.3%	No
CAPSL		1	1	0.3%	No
GRPEL2		1	1	0.3%	No
UBLCP1		1	1	0.3%	No
SHROOM1		1	1	0.3%	No
NCOA7		1	1	0.3%	No
NOBOX		1	1	0.3%	No
OR2A14		1	1	0.3%	No
KLF14		1	1	0.3%	No
SSMEM1		1	1	0.3%	No
ASZ1		1	1	0.3%	No
DCAF4L2		1	1	0.3%	No
RALYL		1	1	0.3%	No
OR13C5		1	1	0.3%	No
OR1L8		1	1	0.3%	No
OR1N2		1	1	0.3%	No
OR1N1		1	1	0.3%	No
SLITRK4		1	1	0.3%	No
MAGEC3		1	1	0.3%	No
PASD1		1	1	0.3%	No
RPS4Y2		1	1	0.3%	No
TCP10L		1	1	0.3%	No
ASB6		1	1	0.3%	No
ASB7		1	1	0.3%	No
ASB9		1	1	0.3%	No
MYO3B		1	1	0.3%	No
CBLN4		1	1	0.3%	No
ABHD16B		1	1	0.3%	No
MACROD2		1	1	0.3%	No
ADAMTS14		1	1	0.3%	No
RPL10L		1	1	0.3%	No
ISM1		1	1	0.3%	No
SREK1		1	1	0.3%	No
CNBD2		1	1	0.3%	No
R3HDML		1	1	0.3%	No
ASB15		1	1	0.3%	No
TRUB1		1	1	0.3%	No
MPP7		1	1	0.3%	No
SYT9		1	1	0.3%	No
OR51E1		1	1	0.3%	No
FAM76B		1	1	0.3%	No
SESN3		1	1	0.3%	Yes
OR10A5		1	1	0.3%	No
DNHD1		2	1	0.3%	No
SLC2A14		1	1	0.3%	No
TMEM120B		1	1	0.3%	No
LACC1		1	1	0.3%	No
SLC38A6		1	1	0.3%	No
PTGR2		1	1	0.3%	No
ISM2		1	1	0.3%	No
TERB2		1	1	0.3%	No
OTOA		1	1	0.3%	No
KCTD19		1	1	0.3%	No
PRR35		1	1	0.3%	No
C16ORF92		1	1	0.3%	No
ZNF688		1	1	0.3%	No
C17ORF77		1	1	0.3%	No
RTN4RL1		1	1	0.3%	No
CFAP52		1	1	0.3%	No
PIK3R6		1	1	0.3%	No
UNC45B		1	1	0.3%	No
CD300LG		1	1	0.3%	No
TMEM199		1	1	0.3%	No
TMC8		1	1	0.3%	No
TMEM99		1	1	0.3%	No
SLC25A52		1	1	0.3%	No
DSG4		1	1	0.3%	No
IGFL2		1	1	0.3%	No
NLRP4		1	1	0.3%	No
TICAM1		1	1	0.3%	No
CILP2		1	1	0.3%	No
ZNF569		1	1	0.3%	No
PM20D1		1	1	0.3%	No
ZNF362		1	1	0.3%	No
IL23R		1	1	0.3%	No
EXOC8		1	1	0.3%	No
PDIK1L		1	1	0.3%	No
CLDN19		1	1	0.3%	No
CFAP57		1	1	0.3%	No
LSM14B		1	1	0.3%	No
LIPI		1	1	0.3%	No
TEKT4		1	1	0.3%	No
OTOS		1	1	0.3%	No
COPS9		1	1	0.3%	No
ANKAR		1	1	0.3%	No
ITPRIPL1		1	1	0.3%	No
PLB1		1	1	0.3%	No
ZSWIM2		1	1	0.3%	No
SLC23A3		1	1	0.3%	No
FAHD2B		1	1	0.3%	No
TTC14		1	1	0.3%	No
DPPA2		1	1	0.3%	No
NEK10		1	1	0.3%	No
CNTN4		1	1	0.3%	No
TEX55		1	1	0.3%	No
ZNF827		1	1	0.3%	No
SLC36A2		1	1	0.3%	No
TMEM161B		1	1	0.3%	No
MARVELD2		1	1	0.3%	No
ARSK		1	1	0.3%	No
SAMD3		1	1	0.3%	No
SLC2A12		1	1	0.3%	No
NKAIN2		1	1	0.3%	No
FMC1		1	1	0.3%	No
CRYGN		1	1	0.3%	No
AGR3		1	1	0.3%	No
PRAG1		1	1	0.3%	No
ANKRD46		1	1	0.3%	No
ESCO2		1	1	0.3%	Yes
SLC7A13		1	1	0.3%	No
FAM91A1		1	1	0.3%	No
LINGO2		1	1	0.3%	No
AK8		1	1	0.3%	No
OR1Q1		1	1	0.3%	No
RASEF		1	1	0.3%	No
FREM1		1	1	0.3%	No
ZNF782		1	1	0.3%	No
PRUNE2		1	1	0.3%	No
CSAG1		1	1	0.3%	No
FMR1NB		1	1	0.3%	No
FAAH2		1	1	0.3%	No
C11ORF65		1	1	0.3%	No
C11ORF42		1	1	0.3%	No
TMTC2		1	1	0.3%	No
CLEC12A		1	1	0.3%	No
C12ORF50		1	1	0.3%	No
ALDH1L2		1	1	0.3%	No
CCDC60		1	1	0.3%	No
DGKH		1	1	0.3%	No
STOML3		1	1	0.3%	No
TMEM229B		1	1	0.3%	No
REM2		1	1	0.3%	No
MDGA2		1	1	0.3%	No
SAMD15		1	1	0.3%	No
EML5		1	1	0.3%	No
DNAAF4		1	1	0.3%	No
OTUD7A		1	1	0.3%	No
EXD1		1	1	0.3%	No
FSIP1		1	1	0.3%	No
ITPRIPL2		1	1	0.3%	No
MFSD6L		1	1	0.3%	No
SPPL2C		1	1	0.3%	No
KRT28		1	1	0.3%	No
ZNF600		1	1	0.3%	No
ZNF320		1	1	0.3%	No
ZNF540		1	1	0.3%	No
DENND1B		1	1	0.3%	No
TOR1AIP2		1	1	0.3%	No
KANK4		1	1	0.3%	No
CNST		1	1	0.3%	No
HFM1		1	1	0.3%	No
TTLL9		1	1	0.3%	No
APOBEC3H		1	1	0.3%	No
DAW1		1	1	0.3%	No
LONRF2		1	1	0.3%	No
RNF168		1	1	0.3%	No
MMAA		1	1	0.3%	No
TIGD2		1	1	0.3%	No
RBM46		1	1	0.3%	No
MIER3		1	1	0.3%	No
ZNF366		1	1	0.3%	No
C6ORF118		1	1	0.3%	No
GALNTL5		1	1	0.3%	No
SLC30A8		1	1	0.3%	No
SNX31		1	1	0.3%	No
STKLD1		1	1	0.3%	No
KCNV2		1	1	0.3%	No
TMEM252		1	1	0.3%	No
ZNF169		1	1	0.3%	No
C10ORF91		1	1	0.3%	No
CLEC4C		1	1	0.3%	No
HTR3C		1	1	0.3%	No
ADAMTS18		1	1	0.3%	No
ZNF431		1	1	0.3%	No
ZNF675		1	1	0.3%	No
FAM9B		1	1	0.3%	No
HIGD2A		1	1	0.3%	No
PLBD2		2	1	0.3%	No
CCER1		1	1	0.3%	No
ANO6		1	1	0.3%	No
MLKL		1	1	0.3%	No
ACSF3		1	1	0.3%	No
ALG14		1	1	0.3%	No
SLC5A9		1	1	0.3%	No
IBA57		1	1	0.3%	No
VWA3B		1	1	0.3%	No
KRTCAP3		1	1	0.3%	No
TMEM17		1	1	0.3%	No
SPRED2		1	1	0.3%	No
ARL13B		1	1	0.3%	No
SAMD14		1	1	0.3%	No
SPNS3		1	1	0.3%	No
CMYA5		1	1	0.3%	No
STK32A		1	1	0.3%	No
KHDRBS2		1	1	0.3%	No
TSNARE1		1	1	0.3%	No
PRSS55		1	1	0.3%	No
C8ORF74		1	1	0.3%	No
SUSD3		1	1	0.3%	No
RTL3		1	1	0.3%	No
NRK		1	1	0.3%	No
ANO5		1	1	0.3%	No
CERS3		1	1	0.3%	No
PDILT		1	1	0.3%	No
HIPK1		1	1	0.3%	No
SLC44A5		1	1	0.3%	No
DIPK2A		1	1	0.3%	No
SENP5		1	1	0.3%	No
TRIML2		1	1	0.3%	No
DHRSX		1	1	0.3%	No
ATAD3C	1.290e-12	1	1	0.3%	No
OR4C11		1	1	0.3%	No
OR4S2		1	1	0.3%	No
OR4C6		1	1	0.3%	No
OR5L1		1	1	0.3%	No
OR5M8		1	1	0.3%	No
LRRC55		1	1	0.3%	No
ARMC3		1	1	0.3%	No
STOX1		1	1	0.3%	No
RTKN2		1	1	0.3%	No
TBATA		1	1	0.3%	No
HYLS1		1	1	0.3%	No
OR10S1		1	1	0.3%	No
OR6Q1		1	1	0.3%	No
OR1S1		1	1	0.3%	No
OR5B21		1	1	0.3%	No
MPEG1		1	1	0.3%	Yes
OR4D6		1	1	0.3%	No
FAM124A		1	1	0.3%	No
OAF		1	1	0.3%	No
CCDC89		1	1	0.3%	No
JMJD1C		1	1	0.3%	No
SLC39A12		1	1	0.3%	No
SPATA13		1	1	0.3%	No
ADGRG5		1	1	0.3%	No
PRSS54		1	1	0.3%	No
AK9		1	1	0.3%	No
FGD2		1	1	0.3%	No
SYCP2L		1	1	0.3%	No
PRPS1L1		1	1	0.3%	No
SDK1		1	1	0.3%	No
FOXK1		1	1	0.3%	No
THSD7A		1	1	0.3%	No
SLC35F1		1	1	0.3%	No
UNC5CL		1	1	0.3%	No
SCUBE3		1	1	0.3%	No
MAPK15		1	1	0.3%	No
MS4A6E		1	1	0.3%	No
DEFB112		1	1	0.3%	No
DEFB113		1	1	0.3%	No
ATP6V1C2		1	1	0.3%	No
CNOT6L		1	1	0.3%	No
AKR7L		1	1	0.3%	No
AFG1L		1	1	0.3%	No
TMEM9		1	1	0.3%	No
TECRL		1	1	0.3%	No
ZBTB38		2	1	0.3%	No
LCLAT1		1	1	0.3%	No
CADM2		1	1	0.3%	No
WDR27		1	1	0.3%	No
UBN2		1	1	0.3%	No
BPIFC		1	1	0.3%	No
AKNAD1		1	1	0.3%	No
MCM9		1	1	0.3%	No
LCE5A		1	1	0.3%	No
CBARP		1	1	0.3%	No
TCP11L2		1	1	0.3%	No
COL24A1		1	1	0.3%	No
NPNT		1	1	0.3%	No
OR4S1		1	1	0.3%	No
CCDC110		1	1	0.3%	No
LMNTD2		1	1	0.3%	No
ST6GALNAC3		1	1	0.3%	No
TMEM151A		1	1	0.3%	No
TCERG1L		1	1	0.3%	No
NUTM1		1	1	0.3%	Yes
MAMDC2		1	1	0.3%	No
MAP7D2		1	1	0.3%	No
KANK3		1	1	0.3%	No
CATSPERE		1	1	0.3%	No
ARHGAP30		1	1	0.3%	No
SHPRH		1	1	0.3%	No
ANKS4B		1	1	0.3%	No
BOD1L1		1	1	0.3%	No
IL4I1		1	1	0.3%	No
MAGI3		1	1	0.3%	No
PRSS33		1	1	0.3%	No
FDCSP		1	1	0.3%	No
NPAS4		1	1	0.3%	No
C10ORF53		1	1	0.3%	No
JAKMIP3		1	1	0.3%	No
STK32C		1	1	0.3%	No
OR51V1		1	1	0.3%	No
BCL9L		1	1	0.3%	Yes
CCDC153		1	1	0.3%	No
OR10A4		1	1	0.3%	No
B4GALNT3		1	1	0.3%	No
ADGRD1		1	1	0.3%	No
MORN3		1	1	0.3%	No
HECTD4		1	1	0.3%	No
C12ORF40		1	1	0.3%	No
FAM169B		1	1	0.3%	No
NUDT7		1	1	0.3%	No
HID1		1	1	0.3%	No
KANSL1		1	1	0.3%	No
PIGW		1	1	0.3%	No
SLC26A11		1	1	0.3%	No
GDPD1		1	1	0.3%	No
LAMA1		1	1	0.3%	No
ZADH2		1	1	0.3%	No
ZNF776		1	1	0.3%	No
PRR19		1	1	0.3%	No
LYPD5		1	1	0.3%	No
EMC10		1	1	0.3%	No
ZNF841		1	1	0.3%	No
ACTL9		1	1	0.3%	No
ZNF763		1	1	0.3%	No
OR10H5		1	1	0.3%	No
ZNF875		1	1	0.3%	No
SLC9C2		1	1	0.3%	No
CYP4A22		1	1	0.3%	No
ANKRD34A		1	1	0.3%	No
KRTAP13-4		1	1	0.3%	No
FAM126B		1	1	0.3%	No
RUFY4		1	1	0.3%	No
RGPD4		1	1	0.3%	No
FBXW12		1	1	0.3%	No
RABL3		1	1	0.3%	No
CCDC66		1	1	0.3%	No
CYP4V2		1	1	0.3%	No
CRIPAK		1	1	0.3%	No
GPRIN3		1	1	0.3%	No
RNF175		1	1	0.3%	No
STPG2		1	1	0.3%	No
KIAA0825		1	1	0.3%	No
KIF4B		1	1	0.3%	No
OR2V2		1	1	0.3%	No
ZNF454		1	1	0.3%	No
RGMB		1	1	0.3%	No
SPDYE1		1	1	0.3%	No
ZNF707		1	1	0.3%	No
FAM83H		1	1	0.3%	No
ZFP41		1	1	0.3%	No
PPP1R42		1	1	0.3%	No
CRB2		1	1	0.3%	No
SCAI		1	1	0.3%	No
OR13D1		1	1	0.3%	No
CFAP47		1	1	0.3%	No
SERPINA9		1	1	0.3%	No
PPM1J		1	1	0.3%	No
KRTAP19-2		1	1	0.3%	No
KRTAP20-2		1	1	0.3%	No
KRTAP21-2		1	1	0.3%	No
CLEC4D		1	1	0.3%	No
FFAR4		1	1	0.3%	No
DUPD1		1	1	0.3%	No
CCDC84		1	1	0.3%	No
OR5F1		1	1	0.3%	No
OR5AP2		1	1	0.3%	No
OR2AG2		1	1	0.3%	No
ZNF546		1	1	0.3%	No
KLHL17		1	1	0.3%	No
BRINP3		1	1	0.3%	No
ZFP69		1	1	0.3%	No
SLC35E4		1	1	0.3%	No
TEX33		1	1	0.3%	No
C3ORF35		1	1	0.3%	No
CCDC158		1	1	0.3%	No
TRIML1		1	1	0.3%	No
ANKRD34B		1	1	0.3%	No
SLC35D3		1	1	0.3%	No
DPPA5		1	1	0.3%	No
CLPSL1		1	1	0.3%	No
KLHL38		1	1	0.3%	No
ACER2		1	1	0.3%	No
NEXMIF		1	1	0.3%	No
LHFPL1	3.870e-3	1	1	0.3%	No
LRIT2		1	1	0.3%	No
DCDC1		1	1	0.3%	No
OR2AT4		1	1	0.3%	No
TMC3		1	1	0.3%	No
NACA2		1	1	0.3%	No
KRT27		1	1	0.3%	No
NCCRP1		1	1	0.3%	No
AADACL4		1	1	0.3%	No
OR6F1		1	1	0.3%	No
OR2W3		1	1	0.3%	No
RSPO4		1	1	0.3%	No
TGM6		1	1	0.3%	No
XKR7		1	1	0.3%	No
EVX2		1	1	0.3%	No
ZNF860		1	1	0.3%	No
CD200R1L		1	1	0.3%	No
RTP2		1	1	0.3%	No
SOWAHB		1	1	0.3%	No
SLC10A6		1	1	0.3%	No
FAM174A		1	1	0.3%	No
MTX3		1	1	0.3%	No
ZFP57		1	1	0.3%	No
CCDC160		1	1	0.3%	No
TBX10		1	1	0.3%	No
AMIGO2		1	1	0.3%	No
SLC6A18		1	1	0.3%	No
ZNF713		1	1	0.3%	No
GJC3		1	1	0.3%	No
RILPL1		1	1	0.3%	No
LCE1A		1	1	0.3%	No
LCE2A		1	1	0.3%	No
LCE3C		1	1	0.3%	No
POLN		1	1	0.3%	No
DPPA3		1	1	0.3%	No
GLT6D1		1	1	0.3%	No
GALNT18		1	1	0.3%	No
TEX9		1	1	0.3%	No
KIF7		1	1	0.3%	No
LRRC37A3		1	1	0.3%	No
ANKRD30B		1	1	0.3%	No
SBSN		1	1	0.3%	No
MROH7		1	1	0.3%	No
MIGA1		1	1	0.3%	No
SFT2D2		1	1	0.3%	No
PFN4		1	1	0.3%	No
CERKL		1	1	0.3%	No
LHFPL4		1	1	0.3%	No
STIMATE		1	1	0.3%	No
MAST4		1	1	0.3%	No
SIMC1		1	1	0.3%	No
SLC26A5		2	1	0.3%	No
PTAR1		1	1	0.3%	No
ERCC6L2		1	1	0.3%	No
KLHL30		1	1	0.3%	No
KRTAP10-5		1	1	0.3%	No
KRTAP10-3		1	1	0.3%	No
SOGA3		1	1	0.3%	No
TBPL2		1	1	0.3%	No
THEMIS		1	1	0.3%	No
SLC22A25		1	1	0.3%	No
SLC16A12		1	1	0.3%	No
SLC22A10		1	1	0.3%	No
TMEM82		1	1	0.3%	No
SLC6A17		1	1	0.3%	No
FLG2		1	1	0.3%	No
SLC9A4		1	1	0.3%	No
PLEKHM3		1	1	0.3%	No
VGLL3		1	1	0.3%	No
LEKR1		1	1	0.3%	No
BNIP5		1	1	0.3%	No
MAP3K15		1	1	0.3%	No
OR51D1		1	1	0.3%	No
OR52A5		1	1	0.3%	No
OR51Q1		1	1	0.3%	No
OR52D1		1	1	0.3%	No
OR52N5		1	1	0.3%	No
OR52N2		1	1	0.3%	No
OR52E4		1	1	0.3%	No
OR5D16		1	1	0.3%	No
OR5M9		1	1	0.3%	No
OR5M10		1	1	0.3%	No
OR5M1		1	1	0.3%	No
OR5AN1		1	1	0.3%	No
OR4D10		1	1	0.3%	No
KDM4E		1	1	0.3%	No
OR6M1		1	1	0.3%	No
OR4K17		1	1	0.3%	No
OR11G2		1	1	0.3%	No
OR11H4		1	1	0.3%	No
OR4F6		1	1	0.3%	No
KRT39		1	1	0.3%	No
OR7G3		1	1	0.3%	No
NUDT19		1	1	0.3%	No
ACP7		1	1	0.3%	No
PRAMEF12		1	1	0.3%	No
OR6K3		1	1	0.3%	No
OR11L1		1	1	0.3%	No
OR2L8		1	1	0.3%	No
OR2G6		1	1	0.3%	No
GDF6		1	1	0.3%	No
OR13C2		1	1	0.3%	No
OR2A5		1	1	0.3%	No
SNX19		1	1	0.3%	No
C15ORF54		1	1	0.3%	No
KNOP1		1	1	0.3%	No
PRSS57		1	1	0.3%	No
PRAMEF4		1	1	0.3%	No
NCMAP		1	1	0.3%	No
FSIP2		1	1	0.3%	No
CRIP3		1	1	0.3%	No
MSLNL		1	1	0.3%	No
OR5K2		1	1	0.3%	No
XKRX		1	1	0.3%	No
OR4A47		1	1	0.3%	No
OR5K3		1	1	0.3%	No
APOBEC4		1	1	0.3%	No
CUEDC1		1	1	0.3%	No
RGS21		1	1	0.3%	No
SMCO3		1	1	0.3%	No
H3F3C		1	1	0.3%	Yes
DBX2		1	1	0.3%	No
CCDC88C		1	1	0.3%	No
EIF2AK4		1	1	0.3%	No
UNC13C		1	1	0.3%	No
ZNF506		1	1	0.3%	No
BCL2L15		1	1	0.3%	No
TMEM150C		1	1	0.3%	No
MARCH11		1	1	0.3%	No
TYW1B		1	1	0.3%	No
AKR1B15		1	1	0.3%	No
OR9K2		1	1	0.3%	No
OR4Q3		1	1	0.3%	No
OR4M1		1	1	0.3%	No
OR10J3		1	1	0.3%	No
OR13G1		1	1	0.3%	No
OR2B3		1	1	0.3%	No
OR2J3		1	1	0.3%	No
FOXB2		1	1	0.3%	No
TRIM6-TRIM34		1	1	0.3%	No
POTEE		1	1	0.3%	No
KPRP		1	1	0.3%	No
LRRC37A2		1	1	0.3%	No
GIMAP6		1	1	0.3%	No
LRRC18		1	1	0.3%	No
TRIM72		1	1	0.3%	No
SPANXN2		1	1	0.3%	No
FBXO47		1	1	0.3%	No
CXORF40B		1	1	0.3%	No
CYB5RL		1	1	0.3%	No
GRXCR2		1	1	0.3%	No
KIAA0754		1	1	0.3%	No
SLC35G6		1	1	0.3%	No
FAM83G		1	1	0.3%	No
ARRDC5		1	1	0.3%	No
CASTOR1		1	1	0.3%	No
RGPD3		1	1	0.3%	No
PHLDB3		1	1	0.3%	No
MZT2A		1	1	0.3%	No
ZNF732		1	1	0.3%	No
RNF208		1	1	0.3%	No
D2HGDH		1	1	0.3%	No
POTEF		1	1	0.3%	No
C12ORF71		1	1	0.3%	No
AGAP5		1	1	0.3%	No
PLIN4		1	1	0.3%	No
RAD51AP2		1	1	0.3%	No
ZNF878		1	1	0.3%	No
ZGLP1		1	1	0.3%	No
ARPC4-TTLL3		1	1	0.3%	No
