Gene	MutSig(Q-value)	# Mut	#	Freq	Is Cancer Gene (source: OncoKB)
PLOD3		2	2	0.4%	No
SLC25A14		2	2	0.4%	No
BRSK2		2	2	0.4%	No
RNF8		2	2	0.4%	No
NAT8		2	2	0.4%	No
BAZ1B		2	2	0.4%	No
SPAG9		3	2	0.4%	No
BTAF1		5	2	0.4%	No
ANGPTL1		2	2	0.4%	No
USP10		2	2	0.4%	No
MTMR7		2	2	0.4%	No
SLC16A6		2	2	0.4%	No
SLC16A5		3	2	0.4%	No
SMC3		5	2	0.4%	Yes
KCNQ4		3	2	0.4%	No
RABEP1		2	2	0.4%	Yes
HGS		2	2	0.4%	No
NEMF		4	2	0.4%	No
SLC6A5		2	2	0.4%	No
SLC28A2		2	2	0.4%	No
PCSK7		3	2	0.4%	Yes
OSMR		3	2	0.4%	No
RASSF9		2	2	0.4%	No
REPS2		2	2	0.4%	No
ZBED1		4	2	0.4%	No
KCNAB3		2	2	0.4%	No
SLC33A1		2	2	0.4%	No
LRRFIP2		2	2	0.4%	No
MAGI1		2	2	0.4%	No
LRAT		3	2	0.4%	No
DLGAP1		3	2	0.4%	No
NUMBL		2	2	0.4%	No
MAPKAPK2		2	2	0.4%	No
COPB2		2	2	0.4%	No
MED14		2	2	0.4%	No
GPR37L1		2	2	0.4%	No
TAAR2		2	2	0.4%	No
SOCS6		2	2	0.4%	No
ZNF235		3	2	0.4%	No
MMP20		2	2	0.4%	No
KLF4		2	2	0.4%	Yes
COPS2		2	2	0.4%	No
TRIP13		2	2	0.4%	Yes
TRIP11		3	2	0.4%	Yes
TRIP4		2	2	0.4%	No
EFTUD2		2	2	0.4%	No
TAOK2		3	2	0.4%	No
SLC22A6		2	2	0.4%	No
PLAA		2	2	0.4%	No
NRXN1		5	2	0.4%	No
SLC22A13		2	2	0.4%	No
TGFBRAP1		3	2	0.4%	No
STOML1		2	2	0.4%	No
RECQL4		3	2	0.4%	Yes
ARHGAP29		3	2	0.4%	No
FADS2		2	2	0.4%	No
DDX23		3	2	0.4%	No
MED23		2	2	0.4%	No
MAP4K4		2	2	0.4%	No
EIF2AK3		2	2	0.4%	No
FHL5		2	2	0.4%	No
RASAL2		2	2	0.4%	No
CHST3		3	2	0.4%	No
PIGB		2	2	0.4%	No
KIF23		2	2	0.4%	No
AKAP5		2	2	0.4%	No
ADAMTS1		2	2	0.4%	No
SPTLC2		2	2	0.4%	No
BCAR1		2	2	0.4%	No
WTAP		2	2	0.4%	No
PDIA4		2	2	0.4%	No
KLK4		2	2	0.4%	No
RGS6		2	2	0.4%	No
CLCA2		3	2	0.4%	No
FEZ1		2	2	0.4%	No
SH3PXD2A		2	2	0.4%	No
MICAL2		3	2	0.4%	No
MTFR1		2	2	0.4%	No
MDC1		6	2	0.4%	Yes
ZNF516		2	2	0.4%	No
SAFB2		2	2	0.4%	No
WSCD2		2	2	0.4%	No
PPIP5K1		2	2	0.4%	No
DEPDC5		2	2	0.4%	No
KDM4A		2	2	0.4%	No
N4BP1		3	2	0.4%	No
VGLL4		2	2	0.4%	No
NUP93		3	2	0.4%	Yes
BZW1		2	2	0.4%	No
RAPGEF2		4	2	0.4%	No
PUM1		3	2	0.4%	No
KIAA0100		2	2	0.4%	No
ST18		3	2	0.4%	No
ULK2		4	2	0.4%	No
KIAA0355		2	2	0.4%	No
USP6NL		2	2	0.4%	No
SEC14L5		2	2	0.4%	No
ECE2		2	2	0.4%	No
CCDC144A		2	2	0.4%	No
GPRIN2		4	2	0.4%	No
ARHGAP32		2	2	0.4%	No
ACAP1		2	2	0.4%	No
ZNF536		7	2	0.4%	No
TOX		2	2	0.4%	No
JADE3		2	2	0.4%	No
TMEM94		2	2	0.4%	No
EIF4A3		2	2	0.4%	No
RNF144A		2	2	0.4%	No
MATR3		2	2	0.4%	No
SNX17		3	2	0.4%	No
DLGAP5		2	2	0.4%	No
MTSS1		3	2	0.4%	No
PTDSS1		2	2	0.4%	No
TATDN2		2	2	0.4%	No
IST1		2	2	0.4%	No
SCRN1		2	2	0.4%	No
SPOCK2		2	2	0.4%	No
CUL7		3	2	0.4%	No
ARMCX2		2	2	0.4%	No
SPATA2		2	2	0.4%	No
RGP1		2	2	0.4%	No
TESPA1		2	2	0.4%	No
PLEKHM1		4	2	0.4%	No
GAB2		2	2	0.4%	Yes
C2CD5		2	2	0.4%	No
LRIG2		2	2	0.4%	No
MED24		2	2	0.4%	No
PJA2		2	2	0.4%	No
SEC24D		2	2	0.4%	No
TLK1		2	2	0.4%	No
DDX46		4	2	0.4%	No
ZBTB39		3	2	0.4%	No
OSBPL2		2	2	0.4%	No
ZBED4		5	2	0.4%	No
NUAK1		4	2	0.4%	No
SNAP91		2	2	0.4%	No
TECPR2		3	2	0.4%	No
SV2B		3	2	0.4%	No
RBM19		3	2	0.4%	No
SGSM2		2	2	0.4%	No
DENND4B		2	2	0.4%	No
RABGAP1L		3	2	0.4%	No
TMCC2		2	2	0.4%	No
ARHGAP44		2	2	0.4%	No
SEC16A		2	2	0.4%	No
KBTBD11		2	2	0.4%	No
RNF10		3	2	0.4%	No
IQSEC1		2	2	0.4%	No
PAN2		4	2	0.4%	No
GFPT2		2	2	0.4%	No
MAGEC1		2	2	0.4%	No
GOLGA5		2	2	0.4%	Yes
HS3ST3A1		2	2	0.4%	No
USP15		6	2	0.4%	No
USP3		2	2	0.4%	No
SLC23A2		3	2	0.4%	No
THRAP3		3	2	0.4%	No
NUP153		2	2	0.4%	No
DOP1B		2	2	0.4%	No
REC8		2	2	0.4%	No
RCE1		2	2	0.4%	No
PTBP3		2	2	0.4%	No
GNPDA1		2	2	0.4%	No
TANK		2	2	0.4%	No
HDAC5		2	2	0.4%	No
PARP2		2	2	0.4%	Yes
PARP3		2	2	0.4%	Yes
TOM1L1		2	2	0.4%	No
SH2D3C		2	2	0.4%	No
UBA2		3	2	0.4%	No
DNM1L		3	2	0.4%	No
ABCF2		2	2	0.4%	No
PTPRU		2	2	0.4%	No
PDCD7		2	2	0.4%	No
ACTR2		2	2	0.4%	No
SGK2		3	2	0.4%	No
PREB		2	2	0.4%	No
HIPK3		2	2	0.4%	No
LRPPRC		3	2	0.4%	No
NAMPT		4	2	0.4%	No
CEBPZ		3	2	0.4%	No
PLXNC1		2	2	0.4%	No
TRIM28		2	2	0.4%	No
FARP1		3	2	0.4%	No
LPCAT3		2	2	0.4%	No
RBM7		2	2	0.4%	No
ALG3		2	2	0.4%	No
PSME3		2	2	0.4%	No
MPHOSPH9		2	2	0.4%	No
DHRS2		2	2	0.4%	No
TOPORS		3	2	0.4%	No
CD96		2	2	0.4%	No
LRRC17		2	2	0.4%	No
RASGRP2		3	2	0.4%	No
HNRNPR		2	2	0.4%	No
KCNMB2		2	2	0.4%	No
SRRM1		2	2	0.4%	No
SPRY2		2	2	0.4%	No
DENND4A		2	2	0.4%	No
IGSF6		2	2	0.4%	No
STAG1		3	2	0.4%	Yes
TRAIP		2	2	0.4%	No
DNAJA2		2	2	0.4%	No
BCKDK		3	2	0.4%	No
MARCH6		2	2	0.4%	No
TCIRG1		2	2	0.4%	No
RTN3		2	2	0.4%	No
LANCL1		2	2	0.4%	No
TNIP1		2	2	0.4%	No
B3GNT3		2	2	0.4%	No
CLEC4M		2	2	0.4%	No
TLR6		2	2	0.4%	No
WARS2		2	2	0.4%	No
IRF9		3	2	0.4%	No
TUBB4A		2	2	0.4%	No
SYCP2		2	2	0.4%	No
SCML2		3	2	0.4%	No
RACK1		2	2	0.4%	No
SEC24B		4	2	0.4%	No
OLFM1		2	2	0.4%	No
N4BP2L2		2	2	0.4%	No
LRRN2		3	2	0.4%	No
GPNMB		3	2	0.4%	No
BAIAP2		3	2	0.4%	No
TRIM38		2	2	0.4%	No
SYNCRIP		2	2	0.4%	No
ENOX2		2	2	0.4%	No
APPBP2		2	2	0.4%	No
FBXW10		2	2	0.4%	No
KAT5		2	2	0.4%	No
IPO8		2	2	0.4%	No
IPO7		3	2	0.4%	No
NOP56		4	2	0.4%	No
PROCR		2	2	0.4%	No
AGPAT2		2	2	0.4%	No
SLC34A2		2	2	0.4%	Yes
MAB21L2		2	2	0.4%	No
TXNRD2		2	2	0.4%	No
SCGN		2	2	0.4%	No
SMC2		4	2	0.4%	No
ERN2		2	2	0.4%	No
TBL3		3	2	0.4%	No
STAMBP		2	2	0.4%	No
TAF6L		2	2	0.4%	No
POSTN		2	2	0.4%	No
GAS2L1		2	2	0.4%	No
IGF2BP1		2	2	0.4%	No
CELF1		2	2	0.4%	No
TSBP1		2	2	0.4%	No
RRAGA		2	2	0.4%	No
CLDN16		2	2	0.4%	No
FAM189B		4	2	0.4%	No
USP39		2	2	0.4%	No
TBR1		2	2	0.4%	No
AP4B1		2	2	0.4%	No
TCFL5		2	2	0.4%	No
STAG3		2	2	0.4%	No
RAI2		2	2	0.4%	No
KIF1C		2	2	0.4%	No
ZNF266		5	2	0.4%	No
NCKAP1		3	2	0.4%	No
IQGAP2		5	2	0.4%	No
VAMP5		2	2	0.4%	No
OR5I1		2	2	0.4%	No
RPP40		3	2	0.4%	No
CYSLTR1		2	2	0.4%	No
CCR9		2	2	0.4%	No
GJB6		2	2	0.4%	No
SDCCAG8		2	2	0.4%	No
WASF3		2	2	0.4%	No
FRS3		3	2	0.4%	No
NEU3		2	2	0.4%	No
FTCD		2	2	0.4%	No
SRCAP		3	2	0.4%	No
RUVBL2		2	2	0.4%	No
CYP46A1		2	2	0.4%	No
ARID5A		2	2	0.4%	Yes
CFHR4		2	2	0.4%	No
GPR83		2	2	0.4%	No
MALT1		2	2	0.4%	Yes
PAPOLA		5	2	0.4%	No
BTNL3		2	2	0.4%	No
HNRNPA0		2	2	0.4%	No
BTG3		2	2	0.4%	No
SERINC3		2	2	0.4%	No
ASCC3		2	2	0.4%	No
COPS6		2	2	0.4%	No
METAP2		4	2	0.4%	No
SLC27A4		2	2	0.4%	No
SLC27A2		2	2	0.4%	No
KIF2C		2	2	0.4%	No
SPINK5		2	2	0.4%	No
LILRB4		2	2	0.4%	No
TLK2		2	2	0.4%	No
LILRB3		2	2	0.4%	No
PIM2		2	2	0.4%	No
TENT4A		2	2	0.4%	No
ZPBP		2	2	0.4%	No
DDX52		2	2	0.4%	No
ABHD2		2	2	0.4%	No
DUS4L		2	2	0.4%	No
DEPP1		2	2	0.4%	No
TRIOBP		2	2	0.4%	No
DIDO1		2	2	0.4%	No
ADAM30		3	2	0.4%	No
PTPN21		2	2	0.4%	No
KATNA1		2	2	0.4%	No
EMILIN1		2	2	0.4%	No
BTN2A1		2	2	0.4%	No
KIF3A		3	2	0.4%	No
TBC1D8		2	2	0.4%	No
DMC1		2	2	0.4%	No
FICD		3	2	0.4%	No
LDB3		4	2	0.4%	No
WDHD1		2	2	0.4%	No
BAZ2A		3	2	0.4%	No
BAZ1A		2	2	0.4%	No
WDR6		3	2	0.4%	No
TREH		2	2	0.4%	No
PKP3		2	2	0.4%	No
NISCH		4	2	0.4%	No
WIF1		2	2	0.4%	Yes
ANXA10		2	2	0.4%	No
CHEK2		3	2	0.4%	Yes
FZD10		2	2	0.4%	No
RPL35		2	2	0.4%	No
GALNT6		3	2	0.4%	No
SLC6A14		2	2	0.4%	No
XPOT		2	2	0.4%	No
KLHL2		2	2	0.4%	No
TREX1		2	2	0.4%	No
POU6F2		2	2	0.4%	No
CD300A		2	2	0.4%	No
DDX42		3	2	0.4%	No
CASC3		2	2	0.4%	No
XRN2		3	2	0.4%	No
COPG1		2	2	0.4%	No
RASA3		2	2	0.4%	No
HSPA4L		2	2	0.4%	No
PUF60		2	2	0.4%	No
RHOBTB3		2	2	0.4%	No
CPEB3		2	2	0.4%	No
ADNP2		3	2	0.4%	No
CHSY1		2	2	0.4%	No
FNDC3A		4	2	0.4%	No
NLGN1		2	2	0.4%	No
TRAPPC8		5	2	0.4%	No
MORC2		3	2	0.4%	No
ANKRD6		2	2	0.4%	No
DIS3		2	2	0.4%	Yes
BTBD3		2	2	0.4%	No
SACM1L		2	2	0.4%	No
FAN1		3	2	0.4%	No
MMRN1		2	2	0.4%	No
PLA2R1		2	2	0.4%	No
SHANK2		4	2	0.4%	No
DIP2C		3	2	0.4%	No
SV2C		2	2	0.4%	No
CEP131		3	2	0.4%	No
MAPKBP1		2	2	0.4%	No
PALLD		3	2	0.4%	No
PDZRN3		3	2	0.4%	No
KDM1A		3	2	0.4%	No
KDM4B		2	2	0.4%	No
USP33		3	2	0.4%	No
MYT1L		4	2	0.4%	No
TNIK		2	2	0.4%	No
KIF21B		2	2	0.4%	No
FNBP1		4	2	0.4%	Yes
WAPL		2	2	0.4%	No
CAND2		3	2	0.4%	No
VWA8		4	2	0.4%	No
KDM4C		2	2	0.4%	Yes
ZC3H13		3	2	0.4%	No
SIPA1L3		2	2	0.4%	No
KIF1B		2	2	0.4%	No
IQSEC2		2	2	0.4%	No
TBC1D2B		2	2	0.4%	No
MRPS27		3	2	0.4%	No
SPART		3	2	0.4%	No
TNRC6B		2	2	0.4%	No
TOGARAM1		2	2	0.4%	No
POGZ		2	2	0.4%	No
PLXND1		4	2	0.4%	No
GPATCH8		2	2	0.4%	No
RAD54L2		2	2	0.4%	No
ZC3H3		2	2	0.4%	No
FRMD4B		2	2	0.4%	No
SEPTIN6		2	2	0.4%	Yes
MAPK8IP3		3	2	0.4%	No
RFTN1		2	2	0.4%	No
GANAB		2	2	0.4%	No
FAF2		2	2	0.4%	No
ZC3H4		3	2	0.4%	No
XPO6		4	2	0.4%	No
DTX4		2	2	0.4%	No
PLCB1		2	2	0.4%	No
PHLPP1		2	2	0.4%	No
PDS5A		4	2	0.4%	No
KIAA0556		2	2	0.4%	No
ATP11A		2	2	0.4%	No
MINAR1		2	2	0.4%	No
MCF2L		2	2	0.4%	No
ZC3H7B		2	2	0.4%	No
CAMSAP2		3	2	0.4%	No
NUP160		2	2	0.4%	No
BICD2		4	2	0.4%	No
ICOSLG		2	2	0.4%	Yes
SIN3B		2	2	0.4%	No
KIAA0930		2	2	0.4%	No
CUX2		4	2	0.4%	No
TUT4		4	2	0.4%	No
RPGRIP1L		2	2	0.4%	No
NEDD4L		2	2	0.4%	No
DPY19L1		2	2	0.4%	No
WDR7		3	2	0.4%	No
SMCHD1		4	2	0.4%	No
DOCK9		4	2	0.4%	No
KHNYN		2	2	0.4%	No
HAUS5		3	2	0.4%	No
ICE1		4	2	0.4%	No
NCSTN		3	2	0.4%	Yes
MED13L		9	2	0.4%	No
ZDHHC17		2	2	0.4%	No
ECPAS		5	2	0.4%	No
PIP5K1C		2	2	0.4%	No
FBXO46		2	2	0.4%	No
DICER1		3	2	0.4%	Yes
SIRT5		2	2	0.4%	No
SIRT3		2	2	0.4%	No
ZFPM2		2	2	0.4%	No
KCNH3		2	2	0.4%	No
CRB1		2	2	0.4%	No
SLC35A3		2	2	0.4%	No
SF3B3		2	2	0.4%	No
ABCB9		2	2	0.4%	No
CBX5		2	2	0.4%	No
DAAM2		2	2	0.4%	No
BICRAL		2	2	0.4%	No
LRRC8B		2	2	0.4%	No
SLC39A14		3	2	0.4%	No
TNPO3		2	2	0.4%	No
SEZ6L		2	2	0.4%	No
CLDN14		2	2	0.4%	No
VSIG2		2	2	0.4%	No
ORC3		2	2	0.4%	No
ACOT9		2	2	0.4%	No
CD2AP		2	2	0.4%	No
MKRN1		2	2	0.4%	No
MKRN2		2	2	0.4%	No
SH3BP1		2	2	0.4%	No
CBLC		2	2	0.4%	Yes
SSBP2		2	2	0.4%	No
PPP1R15A		2	2	0.4%	No
ARFIP2		2	2	0.4%	No
TMEFF2		2	2	0.4%	No
CADM1		3	2	0.4%	No
SHPK		2	2	0.4%	No
PPIL2		2	2	0.4%	No
FLRT2		3	2	0.4%	No
FLRT1		2	2	0.4%	No
FKBP8		2	2	0.4%	No
POTEH		3	2	0.4%	No
EML2		2	2	0.4%	No
FTSJ1		2	2	0.4%	No
PRPF40B		4	2	0.4%	No
SLC24A2		2	2	0.4%	No
TBC1D22A		3	2	0.4%	No
RASGRP3		2	2	0.4%	No
RAD54B		3	2	0.4%	No
CFAP45		2	2	0.4%	No
FBXO7		2	2	0.4%	No
QPCT		3	2	0.4%	No
SLC39A6		2	2	0.4%	No
SAMM50		2	2	0.4%	No
PARM1		2	2	0.4%	No
TECPR1		3	2	0.4%	No
ARMC8		2	2	0.4%	No
WHRN		2	2	0.4%	No
USP49		2	2	0.4%	No
SUMF2		2	2	0.4%	No
POLR1A		5	2	0.4%	No
ZNF473		2	2	0.4%	No
INTS7		2	2	0.4%	No
CNOT10		3	2	0.4%	No
GEMIN5		2	2	0.4%	No
NSL1		2	2	0.4%	No
C20ORF194		2	2	0.4%	No
SH2B1		2	2	0.4%	No
IBTK		6	2	0.4%	No
C2CD3		2	2	0.4%	No
ZZZ3		3	2	0.4%	No
LRP10		2	2	0.4%	No
SIPA1L1		3	2	0.4%	No
SETBP1		2	2	0.4%	Yes
SLITRK5		2	2	0.4%	No
PPP1R16B		2	2	0.4%	No
SENP6		4	2	0.4%	No
RAB11FIP5		2	2	0.4%	No
TOR1AIP1		2	2	0.4%	No
CCDC9		2	2	0.4%	No
LRIT1		2	2	0.4%	No
WSB1		2	2	0.4%	No
PRPF31		2	2	0.4%	No
KIF1BP		3	2	0.4%	No
TTLL3		2	2	0.4%	No
C10ORF12		4	2	0.4%	No
ZNF658		2	2	0.4%	No
RIBC2		2	2	0.4%	No
IFT172		2	2	0.4%	No
RGS22		3	2	0.4%	No
SENP3		2	2	0.4%	No
OR1C1		2	2	0.4%	No
FBXL3		2	2	0.4%	No
STAP1		2	2	0.4%	No
FAM50B		2	2	0.4%	No
OR2L2		2	2	0.4%	No
SLC13A4		2	2	0.4%	No
FBXO6		3	2	0.4%	No
TINF2		2	2	0.4%	No
ERAL1		2	2	0.4%	No
EHF		2	2	0.4%	No
OR7A17		2	2	0.4%	No
OR5L2		2	2	0.4%	No
OR5K1		2	2	0.4%	No
OR5H1		2	2	0.4%	No
GNL3		2	2	0.4%	No
CNNM1		2	2	0.4%	No
INTS6		2	2	0.4%	No
IL36RN		2	2	0.4%	No
ITGB1BP2		2	2	0.4%	No
OR8B2		2	2	0.4%	No
ELP4		2	2	0.4%	No
OR1L3		2	2	0.4%	No
NUFIP1		2	2	0.4%	No
RANBP6		3	2	0.4%	No
AP3M1		2	2	0.4%	No
PABPC1		2	2	0.4%	No
DNAJC2		2	2	0.4%	No
USP21		3	2	0.4%	No
MLH3		3	2	0.4%	No
NPHP3		2	2	0.4%	No
TRMT2A		3	2	0.4%	No
LAT		2	2	0.4%	No
SND1		4	2	0.4%	Yes
GHITM		2	2	0.4%	No
MTBP		2	2	0.4%	No
FOXP1		2	2	0.4%	Yes
PDE7B		2	2	0.4%	No
SMC1B		4	2	0.4%	No
HSPB7		2	2	0.4%	No
KCNH5		2	2	0.4%	No
TJP3		2	2	0.4%	No
PALD1		2	2	0.4%	No
STK36		2	2	0.4%	No
CHIA		2	2	0.4%	No
AGO2		2	2	0.4%	Yes
SALL3		2	2	0.4%	No
SLC39A1		2	2	0.4%	No
IL36B		2	2	0.4%	No
SIGLEC9		2	2	0.4%	No
SIGLEC8		4	2	0.4%	No
TUBGCP4		2	2	0.4%	No
ARHGEF16		2	2	0.4%	No
GPKOW		2	2	0.4%	No
PDCD4		4	2	0.4%	No
BMP10		2	2	0.4%	No
ZNF330		2	2	0.4%	No
RPS6KA6		2	2	0.4%	No
HTATSF1		3	2	0.4%	No
POLL		2	2	0.4%	No
SLCO3A1		2	2	0.4%	No
SLCO1B3		4	2	0.4%	No
IGHV1-18		3	2	0.4%	No
TRDV1		2	2	0.4%	No
TRBV4-1		2	2	0.4%	No
TRAV9-2		2	2	0.4%	No
IGLV3-22		2	2	0.4%	No
MRPS28		2	2	0.4%	No
TMPRSS11E		2	2	0.4%	No
DBNL		2	2	0.4%	No
ZC3H7A		2	2	0.4%	No
NDUFAF4		2	2	0.4%	No
MRPL15		2	2	0.4%	No
TIMM21		2	2	0.4%	No
DROSHA		3	2	0.4%	Yes
TBK1		2	2	0.4%	No
PACSIN3		3	2	0.4%	No
NCAPH2		2	2	0.4%	No
TFCP2L1		2	2	0.4%	No
ALG5		2	2	0.4%	No
NPC1L1		2	2	0.4%	No
ANAPC2		2	2	0.4%	No
CPSF1		2	2	0.4%	No
CCDC106		2	2	0.4%	No
ST8SIA5		3	2	0.4%	No
GMPPA		2	2	0.4%	No
ALG6		2	2	0.4%	No
PCDHB1		2	2	0.4%	No
PURG		2	2	0.4%	No
TRHDE		4	2	0.4%	No
MDFIC		2	2	0.4%	No
UBQLN1		2	2	0.4%	No
BAZ2B		2	2	0.4%	No
TNPO2		4	2	0.4%	No
ERVW-1		2	2	0.4%	No
KCNIP1		2	2	0.4%	No
PIK3R4		3	2	0.4%	No
SCAPER		2	2	0.4%	No
WRAP73		3	2	0.4%	No
SMARCAL1		2	2	0.4%	No
PLA2G3		3	2	0.4%	No
CHST11		2	2	0.4%	No
SLC45A1		2	2	0.4%	No
MYEF2		3	2	0.4%	No
NSDHL		2	2	0.4%	No
TAS2R16		2	2	0.4%	No
TAS2R9		4	2	0.4%	No
VILL		3	2	0.4%	No
TBX22		2	2	0.4%	No
COQ6		2	2	0.4%	No
VPS36		3	2	0.4%	No
ZNF691		2	2	0.4%	No
CALHM2		2	2	0.4%	No
NMD3		2	2	0.4%	No
MRPL2		2	2	0.4%	No
TNNI3K		2	2	0.4%	No
RRNAD1		2	2	0.4%	No
ADIPOR1		2	2	0.4%	No
ZC2HC1A		2	2	0.4%	No
PHF20L1		4	2	0.4%	No
TRIM17		2	2	0.4%	No
RLIM		2	2	0.4%	No
CEP83		2	2	0.4%	No
DYNC1LI1		2	2	0.4%	No
CERCAM		2	2	0.4%	No
TUBD1		3	2	0.4%	No
PLEKHO1		2	2	0.4%	No
HAO2		2	2	0.4%	No
IPO11		2	2	0.4%	No
DDX47		2	2	0.4%	No
ELOA2		2	2	0.4%	No
PHF20		3	2	0.4%	No
MRPL51		2	2	0.4%	No
PBDC1		2	2	0.4%	No
TFDP3		2	2	0.4%	No
UBAP1		2	2	0.4%	No
C1RL		2	2	0.4%	No
ANKMY1		2	2	0.4%	No
THEG		2	2	0.4%	No
CYP39A1		2	2	0.4%	No
PHF21A		2	2	0.4%	No
RSRC1		2	2	0.4%	No
AMZ2		2	2	0.4%	No
WAC		3	2	0.4%	No
MS4A4A		2	2	0.4%	No
DACT1		3	2	0.4%	No
CDC40		2	2	0.4%	No
CHST15		2	2	0.4%	No
PLA1A		3	2	0.4%	No
SNX7		2	2	0.4%	No
TRPV2		2	2	0.4%	No
POLK		2	2	0.4%	No
DDX41		2	2	0.4%	No
SNX9		3	2	0.4%	No
RNF138		2	2	0.4%	No
PRRX2		2	2	0.4%	No
ISYNA1		2	2	0.4%	No
SCLY		2	2	0.4%	No
VPS54		2	2	0.4%	No
MED15		2	2	0.4%	No
NOP58		2	2	0.4%	No
PIGT		2	2	0.4%	No
UBE2D4		2	2	0.4%	No
SLC25A39		2	2	0.4%	No
LUC7L2		2	2	0.4%	No
CDK5RAP1		2	2	0.4%	No
CAB39		2	2	0.4%	No
FBXO40		3	2	0.4%	No
SYT17		2	2	0.4%	No
ATP8A2		2	2	0.4%	No
MAP3K20		2	2	0.4%	No
ASIC5		2	2	0.4%	No
ADA2		2	2	0.4%	No
BCL11A		3	2	0.4%	Yes
CPXCR1		2	2	0.4%	No
UBASH3A		2	2	0.4%	No
ZFYVE1		2	2	0.4%	No
TPCN1		3	2	0.4%	No
FGFRL1		2	2	0.4%	No
TSPEAR		2	2	0.4%	No
CYCS		2	2	0.4%	No
ERRFI1		2	2	0.4%	Yes
KCNK10		2	2	0.4%	No
SNTG2		2	2	0.4%	No
GDAP1		2	2	0.4%	No
UNC93A		3	2	0.4%	No
YIPF1		2	2	0.4%	No
GAR1		2	2	0.4%	No
SH3TC1		3	2	0.4%	No
SASH3		2	2	0.4%	No
ANLN		2	2	0.4%	No
RIN2		2	2	0.4%	No
MIOS		3	2	0.4%	No
NLE1		3	2	0.4%	No
PIMREG		2	2	0.4%	No
DGCR8		3	2	0.4%	No
UGT2B28		2	2	0.4%	No
RBM47		2	2	0.4%	No
ZDHHC13		3	2	0.4%	No
CPVL		2	2	0.4%	No
ADAMTSL4		4	2	0.4%	No
HMGCLL1		2	2	0.4%	No
APBB1IP		2	2	0.4%	No
MRPL50		2	2	0.4%	No
FAM193B		2	2	0.4%	No
MTMR12		2	2	0.4%	No
SPATA6		3	2	0.4%	No
EQTN		2	2	0.4%	No
PAF1		2	2	0.4%	No
PARP14		3	2	0.4%	No
PCDHB17P		2	2	0.4%	No
RSBN1		2	2	0.4%	No
CNGB3		2	2	0.4%	No
SLC6A20		3	2	0.4%	No
OTUD4		4	2	0.4%	No
BTG4		2	2	0.4%	No
TRPM4		3	2	0.4%	No
BNC2		2	2	0.4%	No
TRIT1		2	2	0.4%	No
DYM		2	2	0.4%	No
ZNF280D		2	2	0.4%	No
TRPM7		3	2	0.4%	No
SWT1		4	2	0.4%	No
LRRC49		3	2	0.4%	No
ESRP1		2	2	0.4%	No
MS4A12		2	2	0.4%	No
PPP1R14D		2	2	0.4%	No
EPS8L1		3	2	0.4%	No
QRICH1		2	2	0.4%	No
ZCCHC2		2	2	0.4%	No
ANKHD1		3	2	0.4%	No
UHRF1BP1		3	2	0.4%	No
INO80D		2	2	0.4%	No
NCAPG2		2	2	0.4%	No
CASZ1		2	2	0.4%	No
NSD3		4	2	0.4%	Yes
TASOR2		5	2	0.4%	No
SPDL1		2	2	0.4%	No
FOCAD		6	2	0.4%	No
YTHDF1		2	2	0.4%	No
DNAAF5		3	2	0.4%	No
OCIAD1		3	2	0.4%	No
RNF125		2	2	0.4%	No
CT55		2	2	0.4%	No
TMEM70		2	2	0.4%	No
TMEM132A		2	2	0.4%	No
OXSM		2	2	0.4%	No
MARC2		2	2	0.4%	No
TMCO3		2	2	0.4%	No
PAK1IP1		2	2	0.4%	No
MCUB		2	2	0.4%	No
HEATR3		2	2	0.4%	No
ZCWPW1		2	2	0.4%	No
PDPR		3	2	0.4%	No
TMEM248		2	2	0.4%	No
WDR70		4	2	0.4%	No
SLFN12		2	2	0.4%	No
XKR8		2	2	0.4%	No
CEP192		5	2	0.4%	No
LARP1B		2	2	0.4%	No
FAM90A1		2	2	0.4%	No
DARS2		2	2	0.4%	No
RFWD3		2	2	0.4%	No
ARHGEF10L		5	2	0.4%	No
KLHL11		4	2	0.4%	No
FAIM		2	2	0.4%	No
RNF220		2	2	0.4%	No
RIF1		2	2	0.4%	No
SLC25A36		2	2	0.4%	No
NADSYN1		2	2	0.4%	No
EVA1B		2	2	0.4%	No
CCDC198		3	2	0.4%	No
RESF1		3	2	0.4%	No
PLEKHG6		2	2	0.4%	No
MAP1S		2	2	0.4%	No
P3H2		2	2	0.4%	No
FANCI		2	2	0.4%	No
TMLHE		2	2	0.4%	No
NAT10		2	2	0.4%	No
USP40		2	2	0.4%	No
CCDC87		2	2	0.4%	No
ELP2		2	2	0.4%	Yes
TMEM19		2	2	0.4%	No
PHF10		2	2	0.4%	No
PGM2		5	2	0.4%	No
RBM41		2	2	0.4%	No
TMEM40		3	2	0.4%	No
ACOXL		2	2	0.4%	No
KLHL26		2	2	0.4%	No
TBC1D19		2	2	0.4%	No
SLC29A3		2	2	0.4%	No
MIS18BP1		3	2	0.4%	No
C5ORF22		2	2	0.4%	No
SLC39A9		2	2	0.4%	No
GIMAP5		2	2	0.4%	No
TBC1D2		3	2	0.4%	No
STYK1		2	2	0.4%	No
TMEM63B		2	2	0.4%	No
LGR4		4	2	0.4%	No
TMCO6		2	2	0.4%	No
DNAJA4		2	2	0.4%	No
GPRC5D		2	2	0.4%	No
DHTKD1		2	2	0.4%	No
