Gene	Gistic(Q-value)	Cytoband	CNA	#	Freq	Is Cancer Gene (source: OncoKB)
RN7SL776P		4q32.3	DEL	15	2.9%	No
RN7SL822P		4q12	AMP	15	2.9%	No
RNU6ATAC13P		4q33	DEL	15	2.9%	No
RN7SL424P		4q12	AMP	15	2.9%	No
RN7SL499P		2q37.1	DEL	15	2.9%	No
RN7SL836P		19q13.32	DEL	15	2.9%	No
MIR-920/920			AMP	14	2.7%	No
MIR-637/637			AMP	14	2.7%	No
MIR-578/578			DEL	14	2.7%	No
MIR-4682/4682			DEL	14	2.7%	No
MIR-4493/4493			AMP	14	2.7%	No
MIR-4467/4467			AMP	14	2.7%	No
MIR-4323/4323			DEL	14	2.7%	No
MIR-4322/4322			AMP	14	2.7%	No
MIR-1181/1181			AMP	14	2.7%	No
ACOX1	1.520e-5	17q25.1	AMP	14	2.7%	No
PLIN2		9p22.1	DEL	14	2.7%	No
TLE5		19p13.3	AMP	14	2.7%	No
APOC1		19q13.32	DEL	14	2.7%	No
APOE		19q13.32	DEL	14	2.7%	No
ARNTL		11p15.3	DEL	14	2.7%	No
BCL3		19q13.32	DEL	14	2.7%	Yes
CEACAM1		19q13.2	DEL	14	2.7%	No
CALML3	1.957e-5	10p15.1	AMP	14	2.7%	No
CDK3	1.520e-5	17q25.1	AMP	14	2.7%	No
CEACAM8		19q13.2	DEL	14	2.7%	No
AKR1C4	1.957e-5	10p15.1	AMP	14	2.7%	No
CPE		4q32.3	DEL	14	2.7%	No
DAPK3		19p13.3	AMP	14	2.7%	No
DNMT1		19p13.2	AMP	14	2.7%	Yes
DOCK1	4.379e-20	10q26.2	DEL	14	2.7%	No
ELAVL3		19p13.2	AMP	14	2.7%	No
EPO	1.553e-7	7q22.1	AMP	14	2.7%	No
EPOR		19p13.2	AMP	14	2.7%	Yes
ERF		19q13.2	DEL	14	2.7%	Yes
EVPL	1.520e-5	17q25.1	AMP	14	2.7%	No
FOXD4		9p24.3	DEL	14	2.7%	No
GALK1	1.520e-5	17q25.1	AMP	14	2.7%	No
GNA11		19p13.3	AMP	14	2.7%	Yes
GNA15		19p13.3	AMP	14	2.7%	No
GNB2	1.553e-7	7q22.1	AMP	14	2.7%	No
GRIK5		19q13.2	DEL	14	2.7%	No
GSK3A		19q13.2	DEL	14	2.7%	No
H3F3B	1.520e-5	17q25.1	AMP	14	2.7%	Yes
HSPA8	6.100e-5	11q24.1	AMP	14	2.7%	No
IAPP		12p12.1	AMP	14	2.7%	No
ICAM1		19p13.2	AMP	14	2.7%	No
ICAM3		19p13.2	AMP	14	2.7%	No
INPP5A	4.379e-20	10q26.3	DEL	14	2.7%	No
ITGB4	1.520e-5	17q25.1	AMP	14	2.7%	No
KCNJ8		12p12.1	AMP	14	2.7%	No
KCNN4		19q13.31	DEL	14	2.7%	No
LDHB		12p12.1	AMP	14	2.7%	No
LIPE		19q13.2	DEL	14	2.7%	No
LLGL2	1.520e-5	17q25.1	AMP	14	2.7%	No
VWA5A	6.100e-5	11q24.2	AMP	14	2.7%	No
BCAM		19q13.32	DEL	14	2.7%	No
MDM4		1q32.1	AMP	14	2.7%	Yes
NCL		2q37.1	DEL	14	2.7%	No
NFIC		19p13.3	AMP	14	2.7%	No
NPY1R		4q32.2	DEL	14	2.7%	No
NPY5R		4q32.2	DEL	14	2.7%	No
NRGN	6.100e-5	11q24.2	AMP	14	2.7%	No
ORC5	1.553e-7	7q22.1-q22.2	AMP	14	2.7%	No
PAFAH1B3		19q13.2	DEL	14	2.7%	No
PIK3C2B		1q32.1	AMP	14	2.7%	Yes
POLR2J	1.553e-7	7q22.1	AMP	14	2.7%	No
POU2F2		19q13.2	DEL	14	2.7%	No
PRKCSH		19p13.2	AMP	14	2.7%	No
PTH		11p15.3	DEL	14	2.7%	No
PVR		19q13.31	DEL	14	2.7%	No
NECTIN1	6.100e-5	11q23.3	AMP	14	2.7%	No
NECTIN2		19q13.32	DEL	14	2.7%	No
MSMO1		4q32.3	DEL	14	2.7%	No
SCN2B		11q23.3	AMP	14	2.7%	No
SCN4B		11q23.3	AMP	14	2.7%	No
ST8SIA1		12p12.1	AMP	14	2.7%	No
SLCO1A2		12p12.1	AMP	14	2.7%	No
SOX5		12p12.1	AMP	14	2.7%	No
SRP68	1.520e-5	17q25.1	AMP	14	2.7%	No
TEAD1		11p15.3	DEL	14	2.7%	No
THOP1		19p13.3	AMP	14	2.7%	No
TLE2		19p13.3	AMP	14	2.7%	No
TLL1		4q32.3	DEL	14	2.7%	No
TYK2		19p13.2	AMP	14	2.7%	Yes
TYRP1		9p23	DEL	14	2.7%	No
ZAN	1.553e-7	7q22.1	AMP	14	2.7%	No
ZNF180		19q13.31	DEL	14	2.7%	No
ZNF202	6.100e-5	11q24.1	AMP	14	2.7%	No
ZNF224		19q13.31	DEL	14	2.7%	No
ZNF225		19q13.31	DEL	14	2.7%	No
ZNF226		19q13.31	DEL	14	2.7%	No
ZNF227		19q13.31	DEL	14	2.7%	No
ZXDA		Xp11.21	AMP	14	2.7%	No
AKR1C3	1.957e-5	10p15.1	AMP	14	2.7%	No
S1PR4		19p13.3	AMP	14	2.7%	No
GALR2	1.520e-5	17q25.1	AMP	14	2.7%	No
S1PR2		19p13.2	AMP	14	2.7%	Yes
ZNF235		19q13.31	DEL	14	2.7%	No
RECQL5	1.520e-5	17q25.1	AMP	14	2.7%	No
KEAP1		19p13.2	AMP	14	2.7%	Yes
ABCC9		12p12.1	AMP	14	2.7%	No
RASA4	1.553e-7	7q22.1	AMP	14	2.7%	No
RCL1		9p24.1	DEL	14	2.7%	No
POP7	1.553e-7	7q22.1	AMP	14	2.7%	No
NET1	1.957e-5	10p15.1	AMP	14	2.7%	No
NMUR1		2q37.1	DEL	14	2.7%	No
LRRN2		1q32.1	AMP	14	2.7%	No
TOMM40		19q13.32	DEL	14	2.7%	No
PITRM1	1.957e-5	10p15.2	AMP	14	2.7%	No
DPYSL4	4.379e-20	10q26.3	DEL	14	2.7%	No
SLCO1B1		12p12.1	AMP	14	2.7%	No
ST6GALNAC2	1.520e-5	17q25.1	AMP	14	2.7%	No
DMRT2		9p24.3	DEL	14	2.7%	No
RRAGA		9p22.1	DEL	14	2.7%	No
ZNF234		19q13.31	DEL	14	2.7%	No
NMU		4q12	AMP	14	2.7%	No
KLHL2		4q32.3	DEL	14	2.7%	No
PLEKHA6		1q32.1	AMP	14	2.7%	No
CIC		19q13.2	DEL	14	2.7%	Yes
KANK1		9p24.3	DEL	14	2.7%	No
EXOC7	1.520e-5	17q25.1	AMP	14	2.7%	No
ARHGEF12	6.100e-5	11q23.3	AMP	14	2.7%	Yes
WBP2	1.520e-5	17q25.1	AMP	14	2.7%	No
VSIG2	6.100e-5	11q24.2	AMP	14	2.7%	No
CBLC		19q13.32	DEL	14	2.7%	Yes
TRIM29	6.100e-5	11q23.3	AMP	14	2.7%	No
POU2F3	6.100e-5	11q23.3	AMP	14	2.7%	No
OR10D3	6.100e-5	11q24.2	AMP	14	2.7%	No
ZNF285		19q13.31	DEL	14	2.7%	No
SAP30BP	1.520e-5	17q25.1	AMP	14	2.7%	No
PILRB	1.553e-7	7q22.1	AMP	14	2.7%	No
BICRA		19q13.33	DEL	14	2.7%	No
EHD2		19q13.33	DEL	14	2.7%	No
MRPL4		19p13.2	AMP	14	2.7%	No
FZR1		19p13.3	AMP	14	2.7%	No
ACTL6B	1.553e-7	7q22.1	AMP	14	2.7%	No
CALML5	1.957e-5	10p15.1	AMP	14	2.7%	No
S1PR5		19p13.2	AMP	14	2.7%	No
SLCO1C1		12p12.2	AMP	14	2.7%	No
ROBO4	6.100e-5	11q24.2	AMP	14	2.7%	No
SDK2	1.520e-5	17q25.1	AMP	14	2.7%	No
CFAP46	4.379e-20	10q26.3	DEL	14	2.7%	No
ALKBH4	1.553e-7	7q22.1	AMP	14	2.7%	No
HAUS6		9p22.1	DEL	14	2.7%	No
CNTLN		9p22.2	DEL	14	2.7%	No
TASOR2	1.957e-5	10p15.1	AMP	14	2.7%	No
MARCH1		4q32.2-q32.3	DEL	14	2.7%	No
TMA16		4q32.2	DEL	14	2.7%	No
DENND4C		9p22.1	DEL	14	2.7%	No
WDR11	4.379e-20	10q26.12	DEL	14	2.7%	No
SCN3B	6.100e-5	11q24.1	AMP	14	2.7%	No
CBWD1		9p24.3	DEL	14	2.7%	No
CMAS		12p12.1	AMP	14	2.7%	No
SMG9		19q13.31	DEL	14	2.7%	No
CRTAM	6.100e-5	11q24.1	AMP	14	2.7%	No
IRGC		19q13.31	DEL	14	2.7%	No
TMPRSS4		11q23.3	AMP	14	2.7%	No
FSTL5		4q32.2	DEL	14	2.7%	No
NCLN		19p13.3	AMP	14	2.7%	No
CEACAM19		19q13.31	DEL	14	2.7%	No
RGL3		19p13.2	AMP	14	2.7%	No
MIF4GD	1.520e-5	17q25.1	AMP	14	2.7%	No
GRAMD1B	6.100e-5	11q24.1	AMP	14	2.7%	No
CASKIN2	1.520e-5	17q25.1	AMP	14	2.7%	No
RIC1		9p24.1	DEL	14	2.7%	No
ZNF77		19p13.3	AMP	14	2.7%	No
DMRT3		9p24.3	DEL	14	2.7%	No
CELF5		19p13.3	AMP	14	2.7%	No
PKNOX2	6.100e-5	11q24.2	AMP	14	2.7%	No
LHPP	4.379e-20	10q26.13	DEL	14	2.7%	No
ROBO3	6.100e-5	11q24.2	AMP	14	2.7%	No
GIGYF1	1.553e-7	7q22.1	AMP	14	2.7%	No
ZNF574		19q13.2	DEL	14	2.7%	No
MRPL38	1.520e-5	17q25.1	AMP	14	2.7%	No
KRI1		19p13.2	AMP	14	2.7%	No
MSANTD2	6.100e-5	11q24.2	AMP	14	2.7%	No
PRKRIP1	1.553e-7	7q22.1	AMP	14	2.7%	No
ASB13	1.957e-5	10p15.1	AMP	14	2.7%	No
TLE6		19p13.3	AMP	14	2.7%	No
CLMP	6.100e-5	11q24.1	AMP	14	2.7%	No
TUBAL3	1.957e-5	10p15.1	AMP	14	2.7%	No
JHY	6.100e-5	11q24.1	AMP	14	2.7%	No
PYROXD1		12p12.1	AMP	14	2.7%	No
ERMP1		9p24.1	DEL	14	2.7%	No
MYO15B	1.520e-5	17q25.1	AMP	14	2.7%	No
ZNF556		19p13.3	AMP	14	2.7%	No
CCDC15	6.100e-5	11q24.2	AMP	14	2.7%	No
ORAI2	1.553e-7	7q22.1	AMP	14	2.7%	No
LRRC27	4.379e-20	10q26.3	DEL	14	2.7%	No
DOCK8		9p24.3	DEL	14	2.7%	No
DOHH		19p13.3	AMP	14	2.7%	No
TKTL2		4q32.2	DEL	14	2.7%	No
BTBD10		11p15.3	DEL	14	2.7%	No
ADGRA1	4.379e-20	10q26.3	DEL	14	2.7%	No
CNFN		19q13.2	DEL	14	2.7%	No
KIRREL3	6.100e-5	11q24.2	AMP	14	2.7%	No
PPP1R15B		1q32.1	AMP	14	2.7%	No
ATG4D		19p13.2	AMP	14	2.7%	No
FBF1	1.520e-5	17q25.1	AMP	14	2.7%	No
SNORD14C	6.100e-5	11q24.1	AMP	14	2.7%	No
SNORD14D	6.100e-5	11q24.1	AMP	14	2.7%	No
SNORD14E	6.100e-5	11q24.1	AMP	14	2.7%	No
UNK	1.520e-5	17q25.1	AMP	14	2.7%	No
PLCZ1		12p12.3	AMP	14	2.7%	No
DMAC1		9p24.1	DEL	14	2.7%	No
ESAM	6.100e-5	11q24.2	AMP	14	2.7%	No
TRIM47	1.520e-5	17q25.1	AMP	14	2.7%	No
ATP23		12q14.1	AMP	14	2.7%	No
NAF1		4q32.2	DEL	14	2.7%	No
ADAMTSL1		9p22.2-p22.1	DEL	14	2.7%	No
CAPZA3		12p12.3	AMP	14	2.7%	No
UCN3	1.957e-5	10p15.1	AMP	14	2.7%	No
SLC26A7		8q21.3	AMP	14	2.7%	No
ZNF554		19p13.3	AMP	14	2.7%	No
CCDC151		19p13.2	AMP	14	2.7%	No
ZNF526		19q13.2	DEL	14	2.7%	No
CEACAM20		19q13.31	DEL	14	2.7%	No
RAVER1		19p13.2	AMP	14	2.7%	No
ZNF57		19p13.3	AMP	14	2.7%	No
IGSF23		19q13.31	DEL	14	2.7%	No
ZNF555		19p13.3	AMP	14	2.7%	No
LINC00471		2q37.1	DEL	14	2.7%	No
DOCK8-AS1		9p24.3	DEL	14	2.7%	No
SAXO1		9p22.1	DEL	14	2.7%	No
KIAA2026		9p24.1	DEL	14	2.7%	No
ZXDB		Xp11.21	AMP	14	2.7%	No
DEDD2		19q13.2	DEL	14	2.7%	No
TEX44		2q37.1	DEL	14	2.7%	No
GLIS3		9p24.2	DEL	14	2.7%	No
C10ORF91	4.379e-20	10q26.3	DEL	14	2.7%	No
PWWP2B	4.379e-20	10q26.3	DEL	14	2.7%	No
PLPP4	4.379e-20	10q26.12	DEL	14	2.7%	No
TRIM65	1.520e-5	17q25.1	AMP	14	2.7%	No
UNC13D	1.520e-5	17q25.1	AMP	14	2.7%	No
TMEM218	6.100e-5	11q24.2	AMP	14	2.7%	No
SLC37A2	6.100e-5	11q24.2	AMP	14	2.7%	No
TLCD5	6.100e-5	11q23.3	AMP	14	2.7%	No
HEPACAM	6.100e-5	11q24.2	AMP	14	2.7%	No
OAF	6.100e-5	11q23.3	AMP	14	2.7%	No
LRWD1	1.553e-7	7q22.1	AMP	14	2.7%	No
FAM185A	1.553e-7	7q22.1	AMP	14	2.7%	No
POLR2J2	1.553e-7	7q22.1	AMP	14	2.7%	No
JAKMIP3	4.379e-20	10q26.3	DEL	14	2.7%	No
LINC00700	1.957e-5	10p15.3	AMP	14	2.7%	No
TSEN54	1.520e-5	17q25.1	AMP	14	2.7%	No
PRR19		19q13.2	DEL	14	2.7%	No
TMEM145		19q13.2	DEL	14	2.7%	No
CXCL17		19q13.2	DEL	14	2.7%	No
LYPD5		19q13.31	DEL	14	2.7%	No
ZNF283		19q13.31	DEL	14	2.7%	No
SMIM24		19p13.3	AMP	14	2.7%	No
LINC00705	1.957e-5	10p15.1	AMP	14	2.7%	No
ACER2		9p22.1	DEL	14	2.7%	No
AKR1C8P	1.957e-5	10p15.1	AMP	14	2.7%	No
ZNF284		19q13.31	DEL	14	2.7%	No
ZACN	1.520e-5	17q25.1	AMP	14	2.7%	No
ZNF233		19q13.31	DEL	14	2.7%	No
CEACAM16		19q13.31-q13.32	DEL	14	2.7%	No
BSX	6.100e-5	11q24.1	AMP	14	2.7%	No
OR6X1	6.100e-5	11q24.1	AMP	14	2.7%	No
OR6M1	6.100e-5	11q24.1	AMP	14	2.7%	No
LINC00701	1.957e-5	10p15.3	AMP	14	2.7%	No
KRT18P59	6.100e-5	11q24.2	AMP	14	2.7%	No
BLID	6.100e-5	11q24.1	AMP	14	2.7%	No
SPDYE3	1.553e-7	7q22.1	AMP	14	2.7%	No
SPDYE2	1.553e-7	7q22.1	AMP	14	2.7%	No
POLR2J3	1.553e-7	7q22.1	AMP	14	2.7%	No
HEPN1	6.100e-5	11q24.2	AMP	14	2.7%	No
INSYN2A	4.379e-20	10q26.2	DEL	14	2.7%	No
SMIM5	1.520e-5	17q25.1	AMP	14	2.7%	No
AKR1C7P	1.957e-5	10p15.1	AMP	14	2.7%	No
FAM138C		9p24.3	DEL	14	2.7%	No
SCARNA8		9p22.1	DEL	14	2.7%	No
C19ORF71		19p13.3	AMP	14	2.7%	No
SMIM6	1.520e-5	17q25.1	AMP	14	2.7%	No
TEN1	1.520e-5	17q25.1	AMP	14	2.7%	No
UPK3BL1	1.553e-7	7q22.1	AMP	14	2.7%	No
MANCR	1.957e-5	10p15.1	AMP	14	2.7%	No
RASA4B	1.553e-7	7q22.1	AMP	14	2.7%	No
SPDYE2B	1.553e-7	7q22.1	AMP	14	2.7%	No
LINC00958		11p15.3	DEL	14	2.7%	No
LINC00702	1.957e-5	10p15.1	AMP	14	2.7%	No
RNA5SP74		1q32.1	AMP	14	2.7%	No
RNA5SP170		4q32.3	DEL	14	2.7%	No
RNA5SP279		9p24.3	DEL	14	2.7%	No
STAG3L5P	1.553e-7	7q22.1	AMP	14	2.7%	No
RN7SKP105		4q32.3	DEL	14	2.7%	No
RN7SKP151		11p15.3	DEL	14	2.7%	No
RN7SL459P		12p12.3	AMP	14	2.7%	No
RN7SL849P		9p23	DEL	14	2.7%	No
RNU4ATAC10P	6.100e-5	11q24.1	AMP	14	2.7%	No
RN7SL720P		9p22.2	DEL	14	2.7%	No
RN7SL445P	1.957e-5	10p15.1	AMP	14	2.7%	No
RNU4ATAC5P	6.100e-5	11q24.1	AMP	14	2.7%	No
MIR-638/638			AMP	13	2.5%	No
MIR-4492/4492			AMP	13	2.5%	No
MIR-4484/4484			DEL	13	2.5%	No
MIR-4296/4296			DEL	13	2.5%	No
MIR-4285/4285			AMP	13	2.5%	No
MIR-3656/3656			AMP	13	2.5%	No
MIR-3167/3167			AMP	13	2.5%	No
AANAT	1.520e-5	17q25.1	AMP	13	2.5%	No
ACADSB	4.379e-20	10q26.13	DEL	13	2.5%	No
ACHE	1.553e-7	7q22.1	AMP	13	2.5%	No
ACP5		19p13.2	AMP	13	2.5%	No
ACRV1	6.100e-5	11q24.2	AMP	13	2.5%	No
ACTG1	1.520e-5	17q25.3	AMP	13	2.5%	Yes
ATP1A3		19q13.2	DEL	13	2.5%	No
BCAT1		12p12.1	AMP	13	2.5%	No
CXCR5	6.100e-5	11q23.3	AMP	13	2.5%	No
CACNA1A		19p13.13	AMP	13	2.5%	No
CBL	6.100e-5	11q23.3	AMP	13	2.5%	Yes
CDKN2D		19p13.2	AMP	13	2.5%	No
CHEK1	6.100e-5	11q24.2	AMP	13	2.5%	Yes
AP1S1	1.553e-7	7q22.1	AMP	13	2.5%	No
CNN1		19p13.2	AMP	13	2.5%	No
CTBP2	4.379e-20	10q26.13	DEL	13	2.5%	No
CUX1	1.553e-7	7q22.1	AMP	13	2.5%	Yes
DDIT3		12q13.3	AMP	13	2.5%	Yes
DNM2		19p13.2	AMP	13	2.5%	Yes
DPAGT1	6.100e-5	11q23.3	AMP	13	2.5%	No
EEF2		19p13.3	AMP	13	2.5%	No
EPHB4	1.553e-7	7q22.1	AMP	13	2.5%	Yes
ETS1		11q24.3	AMP	13	2.5%	Yes
FCER2		19p13.2	AMP	13	2.5%	No
FGFR2	4.379e-20	10q26.13	DEL	13	2.5%	Yes
FOXJ1	1.520e-5	17q25.1	AMP	13	2.5%	No
MLANA		9p24.1	DEL	13	2.5%	No
SLC37A4	6.100e-5	11q23.3	AMP	13	2.5%	No
GDI2		10p15.1	AMP	13	2.5%	No
GLDC		9p24.1	DEL	13	2.5%	No
GPR26	4.379e-20	10q26.13	DEL	13	2.5%	No
GRK5	4.379e-20	10q26.11	DEL	13	2.5%	No
GRIK4	6.100e-5	11q23.3	AMP	13	2.5%	No
GUCY1B2	5.472e-9	13q14.3	DEL	13	2.5%	No
H2AFX	6.100e-5	11q23.3	AMP	13	2.5%	No
HMBS	6.100e-5	11q23.3	AMP	13	2.5%	No
HMX2	4.379e-20	10q26.13	DEL	13	2.5%	No
AGFG2	1.553e-7	7q22.1	AMP	13	2.5%	No
ICAM4		19p13.2	AMP	13	2.5%	No
IL10RA		11q23.3	AMP	13	2.5%	No
IL15RA		10p15.1	AMP	13	2.5%	No
ILF3		19p13.2	AMP	13	2.5%	No
INSL4		9p24.1	DEL	13	2.5%	No
STT3A	6.100e-5	11q24.2	AMP	13	2.5%	No
ITPR2		12p11.23	AMP	13	2.5%	No
JAK2		9p24.1	DEL	13	2.5%	Yes
KPNA3	5.472e-9	13q14.2	DEL	13	2.5%	No
KRAS		12p12.1	AMP	13	2.5%	Yes
LRMP		12p12.1	AMP	13	2.5%	No
LRCH4	1.553e-7	7q22.1	AMP	13	2.5%	No
MARS		12q13.3	AMP	13	2.5%	No
MCAM	6.100e-5	11q23.3	AMP	13	2.5%	No
MGMT	4.379e-20	10q26.3	DEL	13	2.5%	No
MKI67	4.379e-20	10q26.2	DEL	13	2.5%	Yes
MYO1F		19p13.2	AMP	13	2.5%	No
MUC3A	1.553e-7	7q22.1	AMP	13	2.5%	No
HNRNPM		19p13.2	AMP	13	2.5%	No
OAT	4.379e-20	10q26.13	DEL	13	2.5%	No
P2RY11		19p13.2	AMP	13	2.5%	No
SERPINE1	1.553e-7	7q22.1	AMP	13	2.5%	No
PCOLCE	1.553e-7	7q22.1	AMP	13	2.5%	No
PIN1		19p13.2	AMP	13	2.5%	No
MAP2K2		19p13.3	AMP	13	2.5%	Yes
PRPSAP1	1.520e-5	17q25.1	AMP	13	2.5%	No
PSMC2	1.553e-7	7q22.1	AMP	13	2.5%	No
PTPRE	4.379e-20	10q26.2	DEL	13	2.5%	No
RFX3		9p24.2	DEL	13	2.5%	No
RGS10	4.379e-20	10q26.11	DEL	13	2.5%	No
RLN1		9p24.1	DEL	13	2.5%	No
RLN2		9p24.1	DEL	13	2.5%	No
SNORD20		2q37.1	DEL	13	2.5%	No
RPS6		9p22.1	DEL	13	2.5%	No
RPS25	6.100e-5	11q23.3	AMP	13	2.5%	No
SC5D	6.100e-5	11q23.3-q24.1	AMP	13	2.5%	No
SH3GL1		19p13.3	AMP	13	2.5%	Yes
SH3GL2		9p22.2	DEL	13	2.5%	No
ST3GAL4	6.100e-5	11q24.2	AMP	13	2.5%	No
SLC1A1		9p24.2	DEL	13	2.5%	No
SMARCA2		9p24.3	DEL	13	2.5%	Yes
SMARCA4		19p13.2	AMP	13	2.5%	Yes
SRPRA	6.100e-5	11q24.2	AMP	13	2.5%	No
STXBP2		19p13.2	AMP	13	2.5%	No
TECTA	6.100e-5	11q23.3	AMP	13	2.5%	No
TFR2	1.553e-7	7q22.1	AMP	13	2.5%	No
THY1	6.100e-5	11q23.3	AMP	13	2.5%	No
TIAL1	4.379e-20	10q26.11	DEL	13	2.5%	No
ICAM5		19p13.2	AMP	13	2.5%	No
TRIP6	1.553e-7	7q22.1	AMP	13	2.5%	No
UPK2	6.100e-5	11q23.3	AMP	13	2.5%	No
UROS	4.379e-20	10q26.2	DEL	13	2.5%	No
VGF	1.553e-7	7q22.1	AMP	13	2.5%	No
VLDLR		9p24.2	DEL	13	2.5%	No
ZNF121		19p13.2	AMP	13	2.5%	No
ZNF177		19p13.2	AMP	13	2.5%	No
ZNF112		19q13.31	DEL	13	2.5%	No
ADAM12	4.379e-20	10q26.2	DEL	13	2.5%	No
SSPN		12p12.1	AMP	13	2.5%	No
EIF3G		19p13.2	AMP	13	2.5%	No
MPDZ		9p23	DEL	13	2.5%	No
DLEU2	5.472e-9	13q14.2	DEL	13	2.5%	No
SPHK1	1.520e-5	17q25.1	AMP	13	2.5%	No
PLOD3	1.553e-7	7q22.1	AMP	13	2.5%	No
USP2	6.100e-5	11q23.3	AMP	13	2.5%	No
BUB3	4.379e-20	10q26.13	DEL	13	2.5%	No
RAB11B		19p13.2	AMP	13	2.5%	No
PMPCB	1.553e-7	7q22.1	AMP	13	2.5%	No
BAG3	4.379e-20	10q26.11	DEL	13	2.5%	No
EI24	6.100e-5	11q24.2	AMP	13	2.5%	No
FEZ1	6.100e-5	11q24.2	AMP	13	2.5%	No
CEP135		4q12	AMP	13	2.5%	No
FAM53B	4.379e-20	10q26.13	DEL	13	2.5%	No
C2CD5		12p12.1	AMP	13	2.5%	No
C2CD2L	6.100e-5	11q23.3	AMP	13	2.5%	No
PUM3		9p24.2	DEL	13	2.5%	No
CHAF1A		19p13.3	AMP	13	2.5%	No
AP1M2		19p13.2	AMP	13	2.5%	No
MUC12	1.553e-7	7q22.1	AMP	13	2.5%	No
EBI3		19p13.3	AMP	13	2.5%	No
TRIM13	5.472e-9	13q14.2	DEL	13	2.5%	No
PLIN3		19p13.3	AMP	13	2.5%	No
LRRC17	1.553e-7	7q22.1	AMP	13	2.5%	No
DLEU1	5.472e-9	13q14.2-q14.3	DEL	13	2.5%	No
CLEC4M		19p13.2	AMP	13	2.5%	No
ZNHIT1	1.553e-7	7q22.1	AMP	13	2.5%	No
SEMA6B		19p13.3	AMP	13	2.5%	No
HYOU1	6.100e-5	11q23.3	AMP	13	2.5%	No
RABAC1		19q13.2	DEL	13	2.5%	No
TACC2	4.379e-20	10q26.13	DEL	13	2.5%	No
SH2B2	1.553e-7	7q22.1	AMP	13	2.5%	No
ZNF266		19p13.2	AMP	13	2.5%	No
PNPLA6		19p13.2	AMP	13	2.5%	No
ATE1	4.379e-20	10q26.13	DEL	13	2.5%	No
INSL6		9p24.1	DEL	13	2.5%	No
SEC23IP	4.379e-20	10q26.11-q26.12	DEL	13	2.5%	No
RASSF8		12p12.1	AMP	13	2.5%	No
INPP5F	4.379e-20	10q26.11	DEL	13	2.5%	No
GGA3	1.520e-5	17q25.1	AMP	13	2.5%	No
ABRAXAS2	4.379e-20	10q26.13	DEL	13	2.5%	No
JMJD6	1.520e-5	17q25.1	AMP	13	2.5%	No
CLDN15	1.553e-7	7q22.1	AMP	13	2.5%	No
FSCN2	1.520e-5	17q25.3	AMP	13	2.5%	No
SNORD82		2q37.1	DEL	13	2.5%	No
HINFP	6.100e-5	11q23.3	AMP	13	2.5%	No
EDRF1	4.379e-20	10q26.2	DEL	13	2.5%	No
FBXO24	1.553e-7	7q22.1	AMP	13	2.5%	No
OR7E24		19p13.2	AMP	13	2.5%	No
OR7E19P		19p13.2	AMP	13	2.5%	No
RANBP6		9p24.1	DEL	13	2.5%	No
DNAJC2	1.553e-7	7q22.1	AMP	13	2.5%	No
DCPS	6.100e-5	11q24.2	AMP	13	2.5%	No
DDX25	6.100e-5	11q24.2	AMP	13	2.5%	No
CD274		9p24.1	DEL	13	2.5%	Yes
UHRF1		19p13.3	AMP	13	2.5%	No
PILRA	1.553e-7	7q22.1	AMP	13	2.5%	No
CD209		19p13.2	AMP	13	2.5%	No
COL5A3		19p13.2	AMP	13	2.5%	No
CUZD1	4.379e-20	10q26.13	DEL	13	2.5%	No
RDH8		19p13.2	AMP	13	2.5%	No
AK3		9p24.1	DEL	13	2.5%	No
CDON	6.100e-5	11q24.2	AMP	13	2.5%	No
FIS1	1.553e-7	7q22.1	AMP	13	2.5%	No
DERA		12p12.3	AMP	13	2.5%	No
MRPS7	1.520e-5	17q25.1	AMP	13	2.5%	No
PHF11	5.472e-9	13q14.2	DEL	13	2.5%	No
MARCH2		19p13.2	AMP	13	2.5%	No
ECSIT		19p13.2	AMP	13	2.5%	No
ZBTB7A		19p13.3	AMP	13	2.5%	Yes
CHST15	4.379e-20	10q26.13	DEL	13	2.5%	No
TRAPPC4	6.100e-5	11q23.3	AMP	13	2.5%	No
SIRT6		19p13.3	AMP	13	2.5%	No
PIAS4		19p13.3	AMP	13	2.5%	No
SRRT	1.553e-7	7q22.1	AMP	13	2.5%	No
OTUD6B		8q21.3	AMP	13	2.5%	No
ANKRD16		10p15.1	AMP	13	2.5%	No
ZRANB1	4.379e-20	10q26.13	DEL	13	2.5%	No
NSMCE4A	4.379e-20	10q26.13	DEL	13	2.5%	No
ZNF562		19p13.2	AMP	13	2.5%	No
FBXL12		19p13.2	AMP	13	2.5%	No
ZCWPW1	1.553e-7	7q22.1	AMP	13	2.5%	No
SPATA6L		9p24.2-p24.1	DEL	13	2.5%	No
RCBTB1	5.472e-9	13q14.2	DEL	13	2.5%	No
CASC1		12p12.1	AMP	13	2.5%	No
SHFL		19p13.2	AMP	13	2.5%	No
ETNK1		12p12.1	AMP	13	2.5%	Yes
PIP4P2		8q21.3	AMP	13	2.5%	No
FOXRED1	6.100e-5	11q24.2	AMP	13	2.5%	No
STAP2		19p13.3	AMP	13	2.5%	No
CDC37L1		9p24.1	DEL	13	2.5%	No
NPLOC4	1.520e-5	17q25.3	AMP	13	2.5%	No
YJU2		19p13.3	AMP	13	2.5%	No
DHX32	4.379e-20	10q26.2	DEL	13	2.5%	No
EXOC1		4q12	AMP	13	2.5%	No
